CISNo,audit_name,reg_query_path,reg_query_name,query_method,description
17.5.4,17.5.4 (L1) Ensure 'Audit Logon' is set to 'Success and Failure' (Automated),auditpol /get /subcategory,Logon,auditpol,"This subcategory reports when a user attempts to log on to the system. These events occur on the accessed computer. For interactive logons, the generation of these events occurs on the computer that is logged on to. If a network logon takes place to access a share, these events generate on the computer that hosts the accessed resource. If you configure this setting to No auditing, it is difficult or impossible to determine which user has accessed or attempted to access organization computers. Events for this subcategory include: â€¢ 4624: An account was successfully logged on. â€¢ 4625: An account failed to log on. â€¢ 4648: A logon was attempted using explicit credentials. â€¢ 4675: SIDs were filtered. The recommended state for this setting is: Success and Failure."
17.5.5,17.5.5 (L1) Ensure 'Audit Other Logon/Logoff Events' is set to 'Success and Failure' (Automated),auditpol /get /subcategory,Other Logon/Logoff Events,auditpol,"This subcategory reports other logon/logoff-related events, such as Remote Desktop Services session disconnects and reconnects, using RunAs to run processes under a different account, and locking and unlocking a workstation. Events for this subcategory include: â€¢ 4649: A replay attack was detected. â€¢ 4778: A session was reconnected to a Window Station. â€¢ 4779: A session was disconnected from a Window Station. â€¢ 4800: The workstation was locked. â€¢ 4801: The workstation was unlocked. â€¢ 4802: The screen saver was invoked. â€¢ 4803: The screen saver was dismissed. â€¢ 5378: The requested credentials delegation was disallowed by policy. â€¢ 5632: A request was made to authenticate to a wireless network. â€¢ 5633: A request was made to authenticate to a wired network. The recommended state for this setting is: Success and Failure."
17.5.6,17.5.6 (L1) Ensure 'Audit Special Logon' is set to include 'Success' (Automated),auditpol /get /subcategory,Special Logon,auditpol,This subcategory reports when a special logon is used. A special logon is a logon that has administrator-equivalent privileges and can be used to elevate a process to a higher level. Events for this subcategory include: • 4964 : Special groups have been assigned to a new logon. The recommended state for this setting is to include: Success
17.6.1,17.6.1 (L1) Ensure 'Audit Detailed File Share' is set to include 'Failure' (Automated),auditpol /get /subcategory,Detailed File Share,auditpol,This subcategory allows you to audit attempts to access files and folders on a shared folder. Events for this subcategory include: • 5145: network share object was checked to see whether client can be granted desired access. The recommended state for this setting is to include: Failure
17.6.2,17.6.2 (L1) Ensure 'Audit File Share' is set to 'Success and Failure' (Automated),auditpol /get /subcategory,File Share,auditpol,This policy setting allows you to audit attempts to access a shared folder. The recommended state for this setting is: Success and Failure.
17.6.3,17.6.3 (L1) Ensure 'Audit Other Object Access Events' is set to 'Success and Failure' (Automated),auditpol /get /subcategory,Audit Other Object Access Events,auditpol,"This policy setting allows you to audit events generated by the management of task scheduler jobs or COM+ objects. For scheduler jobs, the following are audited: â€¢ Job created. â€¢ Job deleted. â€¢ Job enabled. â€¢ Job disabled. â€¢ Job updated. For COM+ objects, the following are audited: â€¢ Catalog object added. â€¢ Catalog object updated. â€¢ Catalog object deleted. The recommended state for this setting is: Success and Failure."
17.6.4,17.6.4 (L1) Ensure 'Audit Removable Storage' is set to 'Success and Failure' (Automated),auditpol /get /subcategory,Removable Storage,auditpol,"This policy setting allows you to audit user attempts to access file system objects on a removable storage device. A security audit event is generated only for all objects for all types of access requested. If you configure this policy setting, an audit event is generated each time an account accesses a file system object on a removable storage. Success audits record successful attempts and Failure audits record unsuccessful attempts. If you do not configure this policy setting, no audit event is generated when an account accesses a file system object on a removable storage. The recommended state for this setting is: Success and Failure."
17.7.1,17.7.1 (L1) Ensure 'Audit Audit Policy Change' is set to include 'Success' (Automated),auditpol /get /subcategory,Audit Policy Change,auditpol,This subcategory reports changes in audit policy including SACL changes. Events for this subcategory include: • 4715: The audit policy (SACL) on an object was changed. • 4719: System audit policy was changed. • 4902: The Per-user audit policy table was created. • 4904: An attempt was made to register a security event source. • 4905: An attempt was made to unregister a security event source. • 4906: The CrashOnAuditFail value has changed. • 4907: Auditing settings on object were changed. • 4908: Special Groups Logon table modified. • 4912: Per User Audit Policy was changed. The recommended state for this setting is to include: Success.
17.7.2,17.7.2 (L1) Ensure 'Audit Authentication Policy Change' is set to include 'Success' (Automated),auditpol /get /subcategory,Authentication Policy Change,auditpol,This subcategory reports changes in authentication policy. Events for this subcategory include: • 4706: A new trust was created to a domain. • 4707: A trust to a domain was removed. • 4713: Kerberos policy was changed. • 4716: Trusted domain information was modified. • 4717: System security access was granted to an account. • 4718: System security access was removed from an account. • 4739: Domain Policy was changed. • 4864: A namespace collision was detected. • 4865: A trusted forest information entry was added. • 4866: A trusted forest information entry was removed. • 4867: A trusted forest information entry was modified. The recommended state for this setting is to include: Success.
17.7.3,17.7.3 (L1) Ensure 'Audit Authorization Policy Change' is set to include 'Success' (Automated),auditpol /get /subcategory,Authorization Policy Change,auditpol,This subcategory reports changes in authorization policy. Events for this subcategory include: • 4703: A user right was adjusted. • 4704: A user right was assigned. • 4705: A user right was removed. • 4670: Permissions on an object were changed. • 4911: Resource attributes of the object were changed. • 4913: Central Access Policy on the object was changed. The recommended state for this setting is to include: Success.
17.7.4,17.7.4 (L1) Ensure 'Audit MPSSVC Rule-Level Policy Change' is set to 'Success and Failure' (Automated),auditpol /get /subcategory,MPSSVC Rule-Level Policy Change,auditpol,This subcategory determines whether the operating system generates audit events when changes are made to policy rules for the Microsoft Protection Service (MPSSVC.exe). Events for this subcategory include: â€¢ 4944: The following policy was active when the Windows Firewall started. â€¢ 4945: A rule was listed when the Windows Firewall started. â€¢ 4946: A change has been made to Windows Firewall exception list. A rule was added. â€¢ 4947: A change has been made to Windows Firewall exception list. A rule was modified. â€¢ 4948: A change has been made to Windows Firewall exception list. A rule was deleted. â€¢ 4949: Windows Firewall settings were restored to the default values. â€¢ 4950: A Windows Firewall setting has changed. â€¢ 4951: A rule has been ignored because its major version number was not recognized by Windows Firewall. â€¢ 4952: Parts of a rule have been ignored because its minor version number was not recognized by Windows Firewall. The other parts of the rule will be enforced. â€¢ 4953: A rule has been ignored by Windows Firewall because it could not parse the rule. â€¢ 4954: Windows Firewall Group Policy settings have changed. The new settings have been applied. â€¢ 4956: Windows Firewall has changed the active profile. â€¢ 4957: Windows Firewall did not apply the following rule. â€¢ 4958: Windows Firewall did not apply the following rule because the rule referred to items not configured on this computer. The recommended state for this setting is : Success and Failure 
17.7.5,17.7.5 (L1) Ensure 'Audit Other Policy Change Events' is set to include 'Failure' (Automated),auditpol /get /subcategory,Other Policy Change Events,auditpol,"This subcategory contains events about EFS Data Recovery Agent policy changes, changes in Windows Filtering Platform filter, status on Security policy settings updates for local Group Policy settings, Central Access Policy changes, and detailed troubleshooting events for Cryptographic Next Generation (CNG) operations. • 5063: A cryptographic provider operation was attempted. • 5064: A cryptographic context operation was attempted. • 5065: A cryptographic context modification was attempted. • 5066: A cryptographic function operation was attempted. • 5067: A cryptographic function modification was attempted. • 5068: A cryptographic function provider operation was attempted. • 5069: A cryptographic function property operation was attempted. • 5070: A cryptographic function property modification was attempted. • 6145: One or more errors occurred while processing security policy in the group policy objects. The recommended state for this setting is to include: Failure."
17.8.1,17.8.1 (L1) Ensure 'Audit Sensitive Privilege Use' is set to 'Success and Failure' (Automated),auditpol /get /subcategory,Sensitive Privilege Use,auditpol,This subcategory reports when a user account or service uses a sensitive privilege. A sensitive privilege includes the following user rights: â€¢ Act as part of the operating system â€¢ Back up files and directories â€¢ Create a token object â€¢ Debug programs â€¢ Enable computer and user accounts to be trusted for delegation â€¢ Generate security audits â€¢ Impersonate a client after authentication â€¢ Load and unload device drivers â€¢ Manage auditing and security log â€¢ Modify firmware environment values â€¢ Replace a process-level token â€¢ Restore files and directories â€¢ Take ownership of files or other objects Auditing this subcategory will create a high volume of events. Events for this subcategory include: â€¢ 4672: Special privileges assigned to new logon. â€¢ 4673: A privileged service was called. â€¢ 4674: An operation was attempted on a privileged object. The recommended state for this setting is: Success and Failure.
