audit_name,CISNo,condition,map,remediation,description
5.10 (L1) Ensure 'LxssManager (LxssManager)' is set to 'Disabled' or 'Not Installed' (Automated),5.1,Start == 4 || Start == Registry Key Not Found,"{""4"":""Disabled"",""3"":""Manual"",""2"":""Automatic"",""1"":""System"",""0"":""Boot"",""Registry Key Not Found"":""Not Installed""}","To establish the recommended configuration via GP, set the following UI path to: Disabled or ensure the service is not installed. Computer Configuration\Policies\Windows Settings\Security Settings\System Services\LxssManager",The LXSS Manager service supports running native ELF binaries. The service provides the infrastructure necessary for ELF binaries to run on Windows. The recommended state for this setting is: Disabled or Not Installed.
5.11 (L1) Ensure 'Microsoft FTP Service (FTPSVC)' is set to 'Disabled' or 'Not Installed' (Automated),5.11,Start == 4 || Start == Registry Key Not Found,"{""4"":""Disabled"",""3"":""Manual"",""2"":""Automatic"",""1"":""System"",""0"":""Boot"",""Registry Key Not Found"":""Not Installed""}","To establish the recommended configuration via GP, set the following UI path to: Disabled or ensure the service is not installed. Computer Configuration\Policies\Windows Settings\Security Settings\System Services\Microsoft FTP Service",Enables the server to be a File Transfer Protocol (FTP) server. The recommended state for this setting is: Disabled or Not Installed.
5.12 (L2) Ensure 'Microsoft iSCSI Initiator Service (MSiSCSI)' is set to 'Disabled' (Automated),5.12,Start == 4,"{""4"":""Disabled"",""3"":""Manual"",""2"":""Automatic"",""1"":""System"",""0"":""Boot""}","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\Policies\Windows Settings\Security Settings\System Services\Microsoft iSCSI Initiator Service",Manages Internet SCSI (iSCSI) sessions from this computer to remote target devices. The recommended state for this setting is: Disabled.
5.13 (L1) Ensure 'OpenSSH SSH Server (sshd)' is set to 'Disabled' or 'Not Installed' (Automated),5.13,Start == 4 || Start == Registry Key Not Found,"{""4"":""Disabled"",""3"":""Manual"",""2"":""Automatic"",""1"":""System"",""0"":""Boot"",""Registry Key Not Found"":""Not Installed""}","To establish the recommended configuration via GP, set the following UI path to: Disabled or ensure the service is not installed. Computer Configuration\Policies\Windows Settings\Security Settings\System Services\OpenSSH SSH Server",SSH protocol based service to provide secure encrypted communications between two untrusted hosts over an insecure network. The recommended state for this setting is: Disabled or Not Installed.
5.14 (L2) Ensure 'Peer Name Resolution Protocol (PNRPsvc)' is set to 'Disabled' (Automated),5.14,Start == 4,"{""4"":""Disabled"",""3"":""Manual"",""2"":""Automatic"",""1"":""System"",""0"":""Boot""}","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\Policies\Windows Settings\Security Settings\System Services\Peer Name Resolution Protocol",Enables serverless peer name resolution over the Internet using the Peer Name Resolution Protocol (PNRP). The recommended state for this setting is: Disabled.
5.15 (L2) Ensure 'Peer Networking Grouping (p2psvc)' is set to 'Disabled' (Automated),5.15,Start == 4,"{""4"":""Disabled"",""3"":""Manual"",""2"":""Automatic"",""1"":""System"",""0"":""Boot""}","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\Policies\Windows Settings\Security Settings\System Services\Peer Networking Grouping",Enables multi-party communication using Peer-to-Peer Grouping. The recommended state for this setting is: Disabled.
5.16 (L2) Ensure 'Peer Networking Identity Manager (p2pimsvc)' is set to 'Disabled' (Automated),5.16,Start == 4,"{""4"":""Disabled"",""3"":""Manual"",""2"":""Automatic"",""1"":""System"",""0"":""Boot""}","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\Policies\Windows Settings\Security Settings\System Services\Peer Networking Identity Manager",Provides identity services for the Peer Name Resolution Protocol (PNRP) and Peer-to- Peer Grouping services. The recommended state for this setting is: Disabled.
5.17 (L2) Ensure 'PNRP Machine Name Publication Service (PNRPAutoReg)' is set to 'Disabled' (Automated),5.17,Start == 4,"{""4"":""Disabled"",""3"":""Manual"",""2"":""Automatic"",""1"":""System"",""0"":""Boot""}","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\Policies\Windows Settings\Security Settings\System Services\PNRP Machine Name Publication Service",This service publishes a machine name using the Peer Name Resolution Protocol. Configuration is managed via the netsh context â€˜p2p pnrp peerâ€™. The recommended state for this setting is: Disabled.
5.18 (L2) Ensure 'Print Spooler (Spooler)' is set to 'Disabled' (Automated),5.18,Start == 4,"{""4"":""Disabled"",""3"":""Manual"",""2"":""Automatic"",""1"":""System"",""0"":""Boot""}","To establish the recommended configuration via GP, set the following UI path to: Disabled: Computer Configuration\Policies\Windows Settings\Security Settings\System Services\Print Spooler",This service spools print jobs and handles interaction with printers. The recommended state for this setting is: Disabled.
5.19 (L2) Ensure 'Problem Reports and Solutions Control Panel Support (wercplsupport)' is set to 'Disabled' (Automated),5.19,Start == 4,"{""4"":""Disabled"",""3"":""Manual"",""2"":""Automatic"",""1"":""System"",""0"":""Boot""}","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\Policies\Windows Settings\Security Settings\System Services\Problem Reports and Solutions Control Panel Support","This service provides support for viewing, sending and deletion of system-level problem reports for the Problem Reports and Solutions control panel. The recommended state for this setting is: Disabled."
5.20 (L2) Ensure 'Remote Access Auto Connection Manager (RasAuto)' is set to 'Disabled' (Automated),5.2,Start == 4,"{""4"":""Disabled"",""3"":""Manual"",""2"":""Automatic"",""1"":""System"",""0"":""Boot""}","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\Policies\Windows Settings\Security Settings\System Services\Remote Access Auto Connection Manager",Creates a connection to a remote network whenever a program references a remote DNS or NetBIOS name or address. The recommended state for this setting is: Disabled.
5.21 (L2) Ensure 'Remote Desktop Configuration (SessionEnv)' is set to 'Disabled' (Automated),5.21,Start == 4,"{""4"":""Disabled"",""3"":""Manual"",""2"":""Automatic"",""1"":""System"",""0"":""Boot""}","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\Policies\Windows Settings\Security Settings\System Services\Remote Desktop Configuration","Remote Desktop Configuration service (RDCS) is responsible for all Remote Desktop related configuration and session maintenance activities that require SYSTEM context. These include per-session temporary folders, RD themes, and RD certificates. The recommended state for this setting is: Disabled."
5.22 (L2) Ensure 'Remote Desktop Services (TermService)' is set to 'Disabled' (Automated),5.22,Start == 4,"{""4"":""Disabled"",""3"":""Manual"",""2"":""Automatic"",""1"":""System"",""0"":""Boot""}","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\Policies\Windows Settings\Security Settings\System Services\Remote Desktop Services",Allows users to connect interactively to a remote computer. Remote Desktop and Remote Desktop Session Host Server depend on this service. The recommended state for this setting is: Disabled.
5.23 (L2) Ensure 'Remote Desktop Services UserMode Port Redirector (UmRdpService)' is set to 'Disabled' (Automated),5.23,Start == 4,"{""4"":""Disabled"",""3"":""Manual"",""2"":""Automatic"",""1"":""System"",""0"":""Boot""}","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\Policies\Windows Settings\Security Settings\System Services\Remote Desktop Services UserMode Port Redirector",Allows the redirection of Printers/Drives/Ports for RDP connections. The recommended state for this setting is: Disabled.
