audit_id,audit_name,audit_description,audit_remediation,check
1.1.1.5,Ensure jffs2 kernel module is not available,"
The jffs2 (journaling flash filesystem 2) filesystem type is a log-structured filesystem
used in flash memory devices.
","
Run the following to unload and disable the jffs2 kernel module. This can also be
done by running the script included below.
Run the following commands to unload the jffs2 kernel module:
# modprobe -r jffs2 2>/dev/null
# rmmod jffs2 2>/dev/null
Perform the following to disable the jffs2 kernel module:
Create a file ending in .conf with install jffs2 /bin/false in the
/etc/modprobe.d/ directory
Example:
# printf '\n%s\n' ""install jffs2 /bin/false"" >> jffs2.conf
Create a file ending in .conf with blacklist jffs2 in the /etc/modprobe.d/
directory
Example:
# printf '\n%s\n' ""blacklist jffs2"" >> jffs2.conf
",,TRUE
1.1.1.6,Ensure overlay kernel module is not available,"
overlay is a Linux filesystem that layers multiple filesystems to create a single unified
view which allows a user to ""merge"" several mount points into a unified filesystem.
","
Run the following to unload and disable the overlay kernel module. This can also be
done by running the script included below.
Run the following commands to unload the overlay kernel module:
# modprobe -r overlay 2>/dev/null
# rmmod overlay 2>/dev/null
Perform the following to disable the overlay kernel module:
Create a file ending in .conf with install overlay /bin/false in the
/etc/modprobe.d/ directory
Example:
# printf '\n%s\n' ""install overlay /bin/false"" >> overlay.conf
Create a file ending in .conf with blacklist overlay in the /etc/modprobe.d/
directory
Example:
# printf '\n%s\n' ""blacklist overlay"" >> overlay.conf
",,TRUE
1.1.1.7,Ensure squashfs kernel module is not available,"
The squashfs filesystem type is a compressed read-only Linux filesystem embedded in
small footprint systems. A squashfs image can be used without having to first
decompress the image.
","
Run the following to unload and disable the squashfs kernel module. This can also be
done by running the script included below.
Run the following commands to unload the squashfs kernel module:
# modprobe -r squashfs 2>/dev/null
# rmmod squashfs 2>/dev/null
Perform the following to disable the squashfs kernel module:
Create a file ending in .conf with install squashfs /bin/false in the
/etc/modprobe.d/ directory
Example:
# printf '\n%s\n' ""install squashfs /bin/false"" >> squashfs.conf
Create a file ending in .conf with blacklist squashfs in the /etc/modprobe.d/
directory
Example:
# printf '\n%s\n' ""blacklist squashfs"" >> squashfs.conf
",,TRUE
1.1.1.8,Ensure udf kernel module is not available,"
The udf filesystem type is the universal disk format used to implement ISO/IEC 13346
and ECMA-167 specifications. This is an open vendor filesystem type for data storage
on a broad range of media. This filesystem type is necessary to support writing DVDs
and newer optical disc formats.
","
Run the following to unload and disable the udf kernel module. This can also be done
by running the script included below.
Run the following commands to unload the udf kernel module:
# modprobe -r udf 2>/dev/null
# rmmod udf 2>/dev/null
Perform the following to disable the udf kernel module:
Create a file ending in .conf with install udf /bin/false in the /etc/modprobe.d/
directory
Example:
# printf '\n%s\n' ""install udf /bin/false"" >> udf.conf
Create a file ending in .conf with blacklist udf in the /etc/modprobe.d/ directory
Example:
# printf '\n%s\n' ""blacklist udf"" >> udf.conf
",,TRUE
1.1.2.1.1,Ensure /tmp is a separate partition,"
The /tmp directory is a world-writable directory used for temporary storage by all users
and some applications.
Note: If an entry for /tmp exists in /etc/fstab it will take precedence over entries in a
systemd unit file. There is an exception to this when a system is diskless and connected
to iSCSI, entries in /etc/fstab may not take precedence over a systemd unit file.
","
First ensure that systemd is correctly configured to ensure that /tmp will be mounted at
boot time.
# systemctl unmask tmp.mount
For specific configuration requirements of the /tmp mount for your environment, modify
/etc/fstab.
Example of using tmpfs with specific mount options:
tmpfs /tmp tmpfs defaults,rw,nosuid,nodev,noexec,relatime,size=2G 0
0
Note: the size=2G is an example of setting a specific size for tmpfs.
Example of using a volume or disk with specific mount options. The source location of
the volume or disk will vary depending on your environment:
<device> /tmp <fstype> defaults,nodev,nosuid,noexec 0 0
",,TRUE
1.1.2.1.2,Ensure nodev option set on /tmp partition,"
The nodev mount option specifies that the filesystem cannot contain special devices.
","
- IF - a separate partition exists for /tmp.
Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the
/tmp partition.
Example:
<device> /tmp <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0
Run the following command to remount /tmp with the configured options:
# mount -o remount /tmp
",,TRUE
1.1.2.1.3,Ensure nosuid option set on /tmp partition,"
The nosuid mount option specifies that the filesystem cannot contain setuid files.
","
- IF - a separate partition exists for /tmp.
Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the
/tmp partition.
Example:
<device> /tmp <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0
Run the following command to remount /tmp with the configured options:
# mount -o remount /tmp
",,TRUE
1.1.2.1.4,Ensure noexec option set on /tmp partition,"
The noexec mount option specifies that the filesystem cannot contain executable
binaries.
","
- IF - a separate partition exists for /tmp.
Edit the /etc/fstab file and add noexec to the fourth field (mounting options) for the
/tmp partition.
Example:
<device> /tmp <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0
Run the following command to remount /tmp with the configured options:
# mount -o remount /tmp
",,TRUE
1.1.2.2.1,Ensure /dev/shm is a separate partition,"
The /dev/shm directory is a world-writable directory that can function as shared
memory that facilitates inter process communication (IPC).
","
For specific configuration requirements of the /dev/shm mount for your environment,
modify /etc/fstab.
Example:
tmpfs /dev/shm tmpfs
defaults,rw,nosuid,nodev,noexec,relatime,size=2G 0 0
",,TRUE
1.1.2.2.2,Ensure nodev option set on /dev/shm partition,"
The nodev mount option specifies that the filesystem cannot contain special devices.
","
- IF - a separate partition exists for /dev/shm.
Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the
/dev/shm partition. See the fstab(5) manual page for more information.
Example:
tmpfs /dev/shm tmpfs defaults,rw,nosuid,nodev,noexec,relatime 0 0
Run the following command to remount /dev/shm with the configured options:
# mount -o remount /dev/shm
Note: It is recommended to use tmpfs as the device/filesystem type as /dev/shm is
used as shared memory space by applications.
",,TRUE
1.1.2.2.3,Ensure nosuid option set on /dev/shm partition,"
The nosuid mount option specifies that the filesystem cannot contain setuid files
","
- IF - a separate partition exists for /dev/shm.
Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the
/dev/shm partition. See the fstab(5) manual page for more information.
Example:
tmpfs /dev/shm tmpfs defaults,rw,nosuid,nodev,noexec,relatime 0 0
Run the following command to remount /dev/shm with the configured options:
# mount -o remount /dev/shm
Note: It is recommended to use tmpfs as the device/filesystem type as /dev/shm is
used as shared memory space by applications.
",,TRUE
1.1.2.2.4,Ensure noexec option set on /dev/shm partition,"
The noexec mount option specifies that the filesystem cannot contain executable
binaries.
","
- IF - a separate partition exists for /dev/shm.
Edit the /etc/fstab file and add noexec to the fourth field (mounting options) for the
/dev/shm partition.
Example:
tmpfs /dev/shm tmpfs defaults,rw,nosuid,nodev,noexec,relatime 0 0
Run the following command to remount /dev/shm with the configured options:
# mount -o remount /dev/shm
Note: It is recommended to use tmpfs as the device/filesystem type as /dev/shm is
used as shared memory space by applications.
",,TRUE
1.1.2.3.1,Ensure separate partition exists for /home,"
The /home directory is used to support disk storage needs of local users.
","
For new installations, during installation create a custom partition setup and specify a
separate partition for /home.
For systems that were previously installed, create a new partition and configure
/etc/fstab as appropriate.
",,TRUE
1.1.2.3.2,Ensure nodev option set on /home partition,"
The nodev mount option specifies that the filesystem cannot contain special devices.
","
- IF - a separate partition exists for /home.
Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the
/home partition.
Example:
<device> /home <fstype> defaults,rw,nosuid,nodev,relatime 0 0
Run the following command to remount /home with the configured options:
# mount -o remount /home
",,TRUE
